raccoon,is eaten by,coyote
striped skunk,is eaten by,coyote
adult long-tailed weasel,is eaten by,coyote
mink,is eaten by,coyote
western spotted skunk,is eaten by,dog
adult long-tailed weasel,is eaten by,dog
muskrat,is eaten by,dog
coyote,is eaten by,eagle
muskrat,is eaten by,fisher
striped skunk,is eaten by,fisher
adult long-tailed weasel,is eaten by,fox
muskrat,is eaten by,fox
Arctic fox,is eaten by,golden eagle
striped skunk,is eaten by,great horned owl
mink,is eaten by,great horned owl
raccoon,is eaten by,great horned owl
western spotted skunk,is eaten by,great horned owl
bison,is eaten by,grizzly bear
Arctic fox,is eaten by,grizzly bear
moose,is eaten by,grizzly bear
caribou,is eaten by,human
moose,is eaten by,human
sea otter,is eaten by,killer whale
least weasel,is eaten by,long-tailed weasel 
muskrat,is eaten by,lynx
beaver,is eaten by,lynx
muskrat,is eaten by,mink
muskrat,is eaten by,northern pike
least weasel,is eaten by,owl
muskrat,is eaten by,raccoon
raccoon,is eaten by,red fox
mink,is eaten by,red fox
beaver,is eaten by,river otter
muskrat,is eaten by,snapping turtle
Arctic fox,is eaten by,wolf
beaver,is eaten by,wolf
caribou,is eaten by,wolf
coyote,is eaten by,wolf
moose,is eaten by,wolf
bison,is eaten by,wolf
bobcat,is eaten by,wolf
muskrat,is eaten by,wolf
adult long-tailed weasel,is eaten by,wolf
mink,is eaten by,wolf
river otter,is eaten by,wolf
caribou,is eaten by,wolf
beaver,is eaten by,wolverine
moose,is eaten by,wolverine
muskrat,is eaten by,wolverine
ermine,is killed by,badger
lynx,is killed by,cougar
ermine,is killed by,fisher
ermine,is killed by,fox
ermine,is killed by,hawk
ermine,is killed by,humans
ermine,is killed by,marten
ermine,is killed by,owl
lynx,is killed by,wolf
ermine,is killed by,wolverine
adult badger,is not,agile
female little brown bat,lives in,a colony
caribou,lives in,a herd
muskox,lives in,a herd
muskrat,lives in,a lodge
wolf,lives in,a lodge
mink,lives in,along stream banks
raccoon,lives in,barrel
fisher,lives in,brush pile
ermine,lives in,burrow
wolf,lives in,burrow
raccoon,lives in,burrow
striped skunk,lives in,burrow
western spotted skunk,lives in,burrow
badger,lives in,burrow
red fox,lives in,burrow
least weasel,lives in,burrow
least weasel,lives in,burrow
cougar,lives in,cave
raccoon,lives in,cave
raccoon,lives in,culvert
adult marten,lives in,den
adult raccoon,lives in,den
bobcat,lives in,den
wolf,lives in,den
raccoon,lives in,den
fisher,lives in,den
swift fox,lives in,den
mink,lives in,den
black-footed ferret,lives in,den
western spotted skunk,lives in,den
striped skunk,lives in,den
adult female grey fox,lives in,den
raccoon,lives in,drain pipe
swift fox,lives in,field
ermine,lives in,hollow log
grey fox,lives in,hollow log
raccoon,lives in,hollow log
western spotted skunk,lives in,hollow log
wolf,lives in,hollow log
river otter,lives in,hollow log
cougar,lives in,hollow log
river otter,lives in,lodges
mink,lives in,lodges
wolverine,lives in,log
wolf,lives in,pack
cougar,lives in,rock crevice
fisher,lives in,rock crevice
bobcat,lives in,rock crevice
grey fox,lives in,rock crevice
wolverine,lives in,rock crevice
wolverine,lives in,roots
river otter,lives in,roots
bobcat,lives in,stump
grey fox,lives in,stump
raccoon,lives in,stump
western spotted skunk,lives in,stump
river otter,lives in,stump
adult marten,lives in,tree
western spotted skunk,lives in,tree
cougar,lives in,tree
ermine,lives in,under building
adult river otter,makes nest of,bark
ermine,makes nest of,feathers
ermine,makes nest of,fur
ermine,makes nest of,grass
adult wolverine,makes nest of,grass
adult wolverine,makes nest of,leaves
adult river otter,makes nest of,leaves
ermine,makes nest of,leaves
adult wolf,makes sound,bark
adult wolverine,makes sound,bark
coyote,makes sound,bark
California sealion,makes sound,bark
walrus,makes sound,bark
adult river otter,makes sound,chuckle
adult mink,makes sound,cooing
adult striped skunk,makes sound,cooing
adult swift fox,makes sound,croak
adult cougar,makes sound,cry
adult cougar,makes sound,growl
adult swift fox,makes sound,growl
adult wolverine,makes sound,growl
coyote,makes sound,growl
adult striped skunk,makes sound,growl
adult river otter,makes sound,grunt
adult western spotted skunk,makes sound,grunt
adult cougar,makes sound,hiss
adult wolverine,makes sound,hiss
adult mink,makes sound,hiss
adult striped skunk,makes sound,hiss
adult wolf,makes sound,howl
coyote,makes sound,howl
adult cougar,makes sound,purr
adult swift fox,makes sound,purr
adult mink,makes sound,scream
adult western spotted skunk,makes sound,screech
adult least weasel,makes sound,shrill whistle
adult river otter,makes sound,shrill whistle
adult wolf,makes sound,snarl
coyote,makes sound,squeal
adult striped skunk,makes sound,squeal
coyote,makes sound,wail
adult swift fox,makes sound,whine
adult wolf,makes sound,whine
adult swift fox,makes sound,yap
adult wolf,makes sound,yelp
coyote,makes sound,yelp
adult red fox,males sound,yap
moose,mat,have parasites
mammal,may,catch rabies
black bear,may,have parasites
adult male cougar,may kill,cougar kitten
adult male swift fox,may mate with,two adult female swift foxes
adult wolf,may migrate,to follow game
adult male river otter,may not breed successfully,until he is 6-7 years old
adult female grey fox,may share den with,adult female grey fox
adult striped skunk,moults in,April
adult swift fox,moults in,April
adult long-tailed weasel,moults in,April
adult wolf,moults in,April
adult ermine,moults in,April
adult lynx,moults in,April
adult polar bear,moults in,August
adult long-tailed weasel,moults in,December
adult long-tailed weasel,moults in,February
adult swift fox,moults in,July
adult marten,moults in,July
adult polar bear,moults in,July
adult raccoon,moults in,July
adult swift fox,moults in,June
adult marten,moults in,June
adult polar bear,moults in,June
adult raccoon,moults in,June
adult long-tailed weasel,moults in,March
adult ermine,moults in,March
adult striped skunk,moults in,May
adult swift fox,moults in,May
adult polar bear,moults in,May
adult wolf,moults in,May
adult lynx,moults in,May
adult striped skunk,moults in,November
adult long-tailed weasel,moults in,November
adult ermine,moults in,November
adult lynx,moults in,November
adult striped skunk,moults in,October
adult long-tailed weasel,moults in,October
adult ermine,moults in,October
adult lynx,moults in,October
adult striped skunk,moults in,September
bull moose,sheds,antlers
caribou bull,sheds,antlers
muskox,sheds,undercoat
adult sea otter,sleeps,on it back in patches of kelp
black bear,sleeps in,a den during the winter
grizzly bear,sleeps in,a den during the winter
adult striped skunk,sprays,when in danger
adult western spotted skunk,sprays,when in danger
baby fisher,stays with,its mother
baby raccoon,stays with,its mother
baby wolverine,stays with,its mother
black bear cub,stays with,its mother
bobcat kitten,stays with,its mother
cougar kitten,stays with,its mother
grizzly bear cub,stays with,its mother
moose calf,stays with,its mother
polar bear cub,stays with,its mother
red fox cub,stays with,its mother
adult ermine,stores,food in larder
adult least weasel,stores,food in larder
female mammal,suckles,babies
adult female raccoon,teaches,babies
adult female river otter,teaches,babies
bat,uses,echolocation to find prey
sea otter,uses,flat stone as an anvil for pounding mussel shells to open them
beaver,uses,its tail as a rudder when swimming
bobcat,uses,well-traveled paths
